Date,pieces,pieces_gaps
2007-03-04,358.78222774040853,355.8353456376445
2007-03-11,346.3042123540765,346.48116501884533
2007-03-18,349.5737538896502,350.91437139205834
2007-03-25,348.6924583294559,347.66481072688265
2007-04-01,367.66042037956817,368.17181169255787
2007-04-08,380.0179246402409,377.1297269443871
2007-04-15,378.86347573109964,378.2436418920115
2007-04-22,379.85897030288106,381.68961881164876
2007-04-29,372.1568732936921,372.62779217659744
2007-05-06,399.50284549804076,397.74325168934894
2007-05-13,386.2796186293989,386.9522678422713
2007-05-20,397.02315941236157,399.16698878427144
2007-05-27,405.8411520724101,399.6913282366777
2007-06-03,395.84731837434657,399.32454056921426
2007-06-10,377.9723583880821,
2007-06-17,402.8982568254382,
2007-06-24,400.682621729419,
2007-07-01,391.1355567880296,387.0205356963382
2007-07-08,400.0316888173904,397.90336581010774
2007-07-15,395.17735537472976,394.31170928710264
2007-07-22,403.6568360965361,401.3055755331628
2007-07-29,397.4917527721912,402.69656249970166
2007-08-05,395.6534825927535,393.08316631127315
2007-08-12,384.78754410598464,383.12090376752406
2007-08-19,387.89350298663743,388.5066700814464
2007-08-26,394.3713966545141,390.76494807628586
2007-09-02,361.11169559581236,359.9246534605436
2007-09-09,369.2033168510028,370.1556766347533
2007-09-16,375.4017309493943,374.40314973624675
2007-09-23,361.628601005176,361.3484404284761
2007-09-30,371.3891864706436,369.8011901332985
2007-10-07,341.4994139712421,336.9560030436998
2007-10-14,344.90911435888654,345.87389399290424
2007-10-21,189.54938686174452,194.81418607668624
2007-10-28,335.99771693457865,336.052921826929
2007-11-04,309.8325645934626,310.50835694520526
2007-11-11,309.5077801315441,311.5859483968947
2007-11-18,310.07532101710757,306.2673295274675
2007-11-25,311.35509781286305,316.46264178725187
2007-12-02,268.19987639210757,268.80686278137597
2007-12-09,273.561268485805,278.4568391830723
2007-12-16,274.6653623664934,272.46626337992143
2007-12-23,270.4282429098682,275.88242867754167
2007-12-30,284.1288725557238,286.4543390378281
2008-01-06,256.24500545327436,257.9041257108314
2008-01-13,309.26633927936484,309.9684126424243
2008-01-20,33.33962091743945,32.5940350632161
2008-01-27,311.9494484142415,315.5510433896631
2008-02-03,357.73542301871225,358.1565026282564
2008-02-10,360.39297789503706,354.4917687842756
2008-02-17,351.2965884082414,347.9450290231204
2008-02-24,361.01688064622164,360.4593433896434
2008-03-02,390.12992181266463,391.0599187621613
2008-03-09,392.9763179779546,392.8065525112549
2008-03-16,399.1499820912519,402.80689446063286
2008-03-23,389.23907659796777,
2008-03-30,387.49733635619475,
2008-04-06,411.4562384195382,
2008-04-13,412.6247591428386,
2008-04-20,417.1183020205953,
2008-04-27,420.009570441749,
2008-05-04,435.47232794001036,
2008-05-11,439.02479018854035,
2008-05-18,435.7538834027498,
2008-05-25,443.75654432914683,
2008-06-01,441.07671583381017,
2008-06-08,456.80084583294814,458.54041768883354
2008-06-15,447.12833673882506,445.007659034863
2008-06-22,440.5142122179186,443.08087919498075
2008-06-29,440.2455375096945,
2008-07-06,443.70123601957613,
2008-07-13,440.971560016731,
2008-07-20,446.4588764138207,
2008-07-27,446.05506206622795,
2008-08-03,429.13966600438147,
2008-08-10,426.06984197732373,
2008-08-17,423.5295744442365,
2008-08-24,429.6712358073307,
2008-08-31,436.98580453928315,
2008-09-07,258.4616722886392,
2008-09-14,404.2373232844222,
2008-09-21,412.1319218072381,
2008-09-28,413.9926040766263,
2008-10-05,377.38071281899437,
2008-10-12,383.36862552972764,381.1012510292525
2008-10-19,383.69104359222996,386.83716497147964
2008-10-26,378.48514851084695,
2008-11-02,350.6117935671196,
2008-11-09,352.4267793972193,
2008-11-16,355.8381129812546,
2008-11-23,356.49186702555266,355.4177788863117
2008-11-30,345.13450992559274,344.71631832360305
2008-12-07,309.31087480042436,311.52983425559836
2008-12-14,317.3751763360433,311.6471080735214
2008-12-21,318.1689297545611,322.1238367291191
2008-12-28,318.9752384315302,319.1932800045182
2009-01-04,375.28651421865175,374.0520347849652
2009-01-11,359.6773093188439,359.40960685617955
2009-01-18,363.3006849662811,363.18797303134266
2009-01-25,363.19286558284415,357.99926167250936
2009-02-01,398.656956256529,403.14177093888867
2009-02-08,394.62365377679834,394.7476306736102
2009-02-15,400.79484610246635,402.1238524938085
2009-02-22,393.9358739273122,396.7905232390343
2009-03-01,428.4819241442821,425.4184367716012
2009-03-08,428.0391994388366,429.4596151359423
2009-03-15,431.6753878749138,430.8724646022174
2009-03-22,366.59124828722844,369.13156061287793
2009-03-29,423.5296912150234,417.1480089539689
2009-04-05,460.9351115195384,460.6378286188146
2009-04-12,450.2402312117175,448.4317692443656
2009-04-19,456.7441512387187,458.0409400906212
2009-04-26,465.34856355250264,466.75869611460723
2009-05-03,476.01027403883757,473.8873963543715
2009-05-10,471.1001500537137,468.9636284611856
2009-05-17,473.7123553970604,473.3803592913884
2009-05-24,481.4868626880337,
2009-05-31,475.23704078477454,
2009-06-07,485.8822929479099,
2009-06-14,485.8278591995191,
2009-06-21,483.1419982619709,
2009-06-28,497.9197204466267,
2009-07-05,486.0584690549503,
2009-07-12,473.56316101007224,
2009-07-19,485.4211455172074,
2009-07-26,481.9799416195183,
2009-08-02,475.365977241647,
2009-08-09,467.9412068755023,
2009-08-16,472.1301283603313,
2009-08-23,476.0287469625681,
2009-08-30,478.63258653851636,
2009-09-06,445.2645351427033,441.8014471380044
2009-09-13,450.3935109987774,445.1380245785222
2009-09-20,450.49129062217736,449.32151950249903
2009-09-27,450.3993710151136,450.87353148487404
2009-10-04,432.2272712014055,431.9374001913608
2009-10-11,426.2249085548048,424.97700777096276
2009-10-18,418.6955802283248,415.85834204623444
2009-10-25,430.3893097352739,432.2140483103288
2009-11-01,401.03363775044136,397.08224199060163
2009-11-08,396.38518306813387,398.7132668096643
2009-11-15,384.42600693560814,381.41935587882796
2009-11-22,390.4016864010469,388.1443806889878
2009-11-29,399.9574125113113,395.55705693946425
2009-12-06,352.06165267190613,350.55744623124923
2009-12-13,358.6190971407311,361.54503451616506
2009-12-20,361.07317026714674,362.6200545324786
2009-12-27,353.3653476421096,356.3006139781937
2010-01-03,397.32522998506914,398.8916576228709
2010-01-10,382.21652006503274,378.9055105794416
2010-01-17,394.1009185587066,393.10855088572396
2010-01-24,398.7600160084123,396.41941862105995
2010-01-31,394.58394085555386,398.57566556767097
2010-02-07,445.9620565196582,442.37169058037927
2010-02-14,431.44929311019683,434.1303861783642
2010-02-21,437.1997775665151,439.8786391768414
2010-02-28,440.8537028864305,446.34256349157874
2010-03-07,479.2723836233127,478.0433238454242
2010-03-14,465.68670642208497,467.82367290082544
2010-03-21,479.48183593875694,486.32679144837346
2010-03-28,474.51718248308003,472.66425745227895
2010-04-04,494.1962673124261,489.591146569829
2010-04-11,502.21432793898214,496.5742978372588
2010-04-18,501.69910904553313,503.8372451321171
2010-04-25,498.5027261818718,492.85327555769607
2010-05-02,517.6378843683102,516.5209272094964
2010-05-09,516.1623059590515,517.4742455201684
2010-05-16,519.4564606696165,520.0119872801063
2010-05-23,522.9995273159655,
2010-05-30,528.4189580240869,
2010-06-06,520.2109225058657,
2010-06-13,537.8651668732814,
2010-06-20,518.2395610023875,
2010-06-27,528.0410745248221,
2010-07-04,527.430459975783,
2010-07-11,526.6938332820354,
2010-07-18,522.9753763442574,
2010-07-25,525.848262691574,
2010-08-01,510.2388058943717,
2010-08-08,510.55698678294476,515.5586591175982
2010-08-15,518.551821052771,523.1215369179077
2010-08-22,408.1554363385809,410.36230233031813
2010-08-29,512.4392625913625,517.7846593176757
2010-09-05,497.3640165551484,492.39414693211506
2010-09-12,495.2025147823652,493.62917037357727
2010-09-19,498.5303277721769,496.3244173901311
2010-09-26,498.41416138760025,500.5785993588723
2010-10-03,460.85502494538963,457.7046027265832
2010-10-10,462.99909479901515,465.2715802470276
2010-10-17,470.33646802561634,474.4480764576065
2010-10-24,470.4518513271673,472.5374600274193
2010-10-31,468.0954920301793,468.9467451011638
2010-11-07,433.4094936819221,430.44587365921984
2010-11-14,440.0111812443203,437.4706283459442
2010-11-21,431.46499982119906,435.21385653708904
2010-11-28,437.9583436712283,440.2963906829443
2010-12-05,396.1890367378306,396.07197817969796
2010-12-12,396.9115939838639,395.6578653465662
2010-12-19,404.29388425993596,398.21646064060184
2010-12-26,403.72708174494016,400.5145244888868
2011-01-02,443.2904049453813,449.02466220680043
2011-01-09,446.5502508011498,442.7088840881424
2011-01-16,440.9278759735419,441.49631543720517
2011-01-23,445.0326216218529,448.0549535414385
2011-01-30,440.87152298241085,437.10675497840396
2011-02-06,481.0208317624422,481.57496318678545
2011-02-13,479.54928472816164,482.3630313406936
2011-02-20,481.4849798249636,481.52247779068534
2011-02-27,484.7757851271846,493.38099429418486
2011-03-06,509.57491376181474,504.56911598518013
2011-03-13,524.9279535564094,528.104139146061
2011-03-20,510.2359302704836,509.7175250582942
2011-03-27,509.9950741140434,512.3108345785535
2011-04-03,546.4943649351662,547.818286390264
2011-04-10,545.4621240374805,543.2626554461506
2011-04-17,545.4244096529266,546.1113988303046
2011-04-24,546.2455381139871,540.6718337597922
2011-05-01,558.8276400791257,560.6373825808398
2011-05-08,555.2026020859311,556.0970774839027
2011-05-15,560.8678967343288,562.7838772402581
2011-05-22,557.9030653857997,561.0774203610611
2011-05-29,566.964472610449,568.0673321310782
2011-06-05,567.2647130924893,567.7089813518841
2011-06-12,564.6725140160374,562.0293090060536
2011-06-19,567.993070791735,565.8564085007879
2011-06-26,572.4646572713782,576.0248611319101
2011-07-03,563.2702511793403,567.5792573964583
2011-07-10,529.1057983614686,528.3914670525324
2011-07-17,568.9073100008198,569.0453182425797
2011-07-24,569.7137067989038,566.9998636739225
2011-07-31,566.7541580665046,570.272428602307
2011-08-07,552.7486190395741,554.7448695106494
2011-08-14,557.064060254454,562.8877125638453
2011-08-21,549.4633888601793,546.8284196286401
2011-08-28,550.466491695783,549.3324679987284
2011-09-04,530.87379607172,531.5681338392967
2011-09-11,534.1987814194229,536.1382500326001
2011-09-18,537.620555005972,536.9735520933292
2011-09-25,544.2427982627299,541.6239149913688
2011-10-02,510.8882981160101,513.5325207027809
2011-10-09,506.6003073501829,508.76371343781966
2011-10-16,508.10491896048654,505.35609665879537
2011-10-23,503.987353176811,508.0536815801275
2011-10-30,509.7074343200381,513.2180304476279
2011-11-06,472.9795635707775,473.3824530625209
2011-11-13,476.83644956706866,477.07524315419676
2011-11-20,471.88670204761655,473.54887536096425
2011-11-27,479.419589336584,476.8344801258152
2011-12-04,446.4636945650129,446.55378900250514
2011-12-11,439.0561992577157,
2011-12-18,442.40855861049477,
2011-12-25,444.65071995855556,
2012-01-01,478.8167544059489,
2012-01-08,482.7433191744302,
2012-01-15,482.4858187692871,
2012-01-22,483.7112372581223,
2012-01-29,480.15780784610075,
2012-02-05,521.1225508712947,
2012-02-12,524.2899914562272,
2012-02-19,529.8557180389753,
2012-02-26,528.196354130426,
2012-03-04,566.0319294655399,
2012-03-11,552.2292793635419,
2012-03-18,561.2276203615855,
2012-03-25,558.5827272066739,
2012-04-01,593.2528252337542,
2012-04-08,579.0623191408899,
2012-04-15,579.7052013567619,
2012-04-22,581.7068473404457,
2012-04-29,574.8843319461168,
2012-05-06,598.6600988349564,
2012-05-13,598.2932106355919,
2012-05-20,603.6408428757413,606.8249557703607
2012-05-27,605.3976538222461,606.9936724187119
2012-06-03,521.8754862311746,522.9604694149157
2012-06-10,615.1521191909303,620.4356835655324
2012-06-17,608.315481721688,608.3145407038527
2012-06-24,439.6491682426065,436.10354586634406
2012-07-01,610.1484698008928,611.4968915393897
2012-07-08,601.887707908257,608.1458490568683
2012-07-15,618.4461677726321,615.4018892930745
2012-07-22,615.9860745469667,614.9016862468848
2012-07-29,608.5429956828368,609.7923337971412
2012-08-05,530.5673300060503,530.405615459033
2012-08-12,604.2731724384929,601.326261697361
2012-08-19,597.7311113414027,601.096684910094
2012-08-26,605.2928921275332,612.2530142935849
2012-09-02,568.0938788840102,568.682273261082
2012-09-09,573.8691420632133,571.1569371940053
2012-09-16,577.6922356765731,573.0453541014126
2012-09-23,578.7009201468059,579.4748480904694
2012-09-30,577.0156898205859,
2012-10-07,552.1142496617375,
2012-10-14,544.461897853087,
2012-10-21,549.8881025748935,
2012-10-28,552.0014781585595,548.7249872604052
2012-11-04,518.5950509356719,521.0993049146466
2012-11-11,520.3809311558225,523.1222460199792
2012-11-18,511.9996463061888,507.3624569461166
2012-11-25,510.7522859117,515.521802846242
2012-12-02,486.7883841094926,488.5105977721746
2012-12-09,482.861570059898,487.0603539953354
2012-12-16,478.25756731721725,474.2311840717619
2012-12-23,490.5557598776126,486.4582874113663
2012-12-30,484.17837317146433,483.7314652421624
2013-01-06,529.1193426856973,530.6276959663829
2013-01-13,524.3604491724287,529.7495316412096
2013-01-20,535.126596389788,537.2448331312333
2013-01-27,534.3995609775942,533.671517147158
2013-02-03,561.3551792576046,558.276071634607
2013-02-10,568.2578547547718,571.9478564729292
2013-02-17,452.2321179756339,449.3380016983818
2013-02-24,571.8431577876618,576.7285634519787
2013-03-03,592.0413998750817,
2013-03-10,601.0962744779742,
2013-03-17,603.7581396122301,
2013-03-24,590.4723197458666,
2013-03-31,594.1497246146532,
2013-04-07,614.5076496788654,
2013-04-14,624.156776395443,
2013-04-21,629.8915218466456,
2013-04-28,634.615595828146,
2013-05-05,643.2593478454592,
2013-05-12,651.8319516712168,
2013-05-19,637.5883666522858,
2013-05-26,560.1795365411383,
2013-06-02,650.922261505517,
2013-06-09,653.9203272446965,
2013-06-16,652.6365262595294,647.5744932181973
2013-06-23,643.2627894998006,637.881112006197
2013-06-30,553.9389765052666,549.8726339959297
2013-07-07,643.5665264408361,641.4394635679447
2013-07-14,654.2372366875105,660.0970141000902
2013-07-21,653.5218651738445,651.9442261461589
2013-07-28,647.7894750117234,
2013-08-04,635.7344759809823,
2013-08-11,633.8077429582211,
2013-08-18,639.5904150813,
2013-08-25,645.479522170172,
2013-09-01,612.7373869463045,
2013-09-08,620.9862497555714,
2013-09-15,616.61472908612,
2013-09-22,616.1016530166703,
2013-09-29,620.3308653782093,
2013-10-06,559.7208683072422,
2013-10-13,588.6317534732642,
2013-10-20,586.2106105370558,
2013-10-27,602.823625664582,
2013-11-03,557.7991745252367,
2013-11-10,554.9242292254152,
2013-11-17,560.2927563190493,
2013-11-24,559.461216516924,
2013-12-01,520.8951520023339,
2013-12-08,525.870833500217,523.4221817665912
2013-12-15,527.3875385502365,527.6219677391455
2013-12-22,521.7474942619475,524.3324026354413
2013-12-29,522.3209087967766,522.7380899927368
2014-01-05,525.5638526787794,520.8328632322065
2014-01-12,554.1132509417001,551.7047776098476
2014-01-19,558.8469014543854,558.6249828636022
2014-01-26,574.0572281026008,573.8302312896233
2014-02-02,612.4248385675064,618.3424650978758
2014-02-09,603.7548198022181,599.5968559750211
2014-02-16,608.6827848152788,610.1995525407864
2014-02-23,608.1562507727177,612.6235900977026
2014-03-02,653.8604212202583,660.6747704565267
2014-03-09,644.863891735155,643.6506994656031
2014-03-16,639.4264292205783,640.9007175787389
2014-03-23,636.0883149749799,637.7975960465758
2014-03-30,633.6337855766942,634.2202307713541
2014-04-06,667.321128747002,667.0245931432842
2014-04-13,663.3220568412444,664.6299830097445
2014-04-20,660.7925420196774,653.1958037640184
2014-04-27,665.4709461464531,667.517154616641
2014-05-04,679.0811339252882,679.4596676362742
2014-05-11,693.7245821187232,693.0571574283885
2014-05-18,690.4970727281076,696.6376593152662
2014-05-25,686.8490107367772,684.8242086804056
2014-06-01,700.1997206944501,698.990492727255
2014-06-08,693.9868415382381,699.9615014448523
2014-06-15,690.0935789933587,687.5973950788092
2014-06-22,702.8156203863483,701.1652745375387
2014-06-29,698.6945502184233,698.2534739481307
2014-07-06,686.502643171728,689.0248466181166
2014-07-13,691.5371805529421,692.160588075002
2014-07-20,688.9107826764366,685.0329066349798
2014-07-27,687.1748752885387,685.5783695991571
2014-08-03,684.534698305324,
2014-08-10,690.2508937700164,
2014-08-17,674.5109726985701,
2014-08-24,685.1186567511187,
2014-08-31,679.8505977220567,
2014-09-07,657.6303902591586,
2014-09-14,657.9040475567876,
2014-09-21,657.3460633295831,
2014-09-28,662.7086253177063,
2014-10-05,628.0452494179449,
2014-10-12,621.3122127083225,622.7118486426729
2014-10-19,633.5488094527543,
2014-10-26,633.405259765668,
2014-11-02,594.6850384551702,
2014-11-09,597.1390001125365,
2014-11-16,604.5998128945068,
2014-11-23,604.1274427034999,
2014-11-30,597.5350805413854,
2014-12-07,564.8966615271462,
2014-12-14,568.956935616859,
2014-12-21,557.6529735943932,
2014-12-28,569.5168009618997,
2015-01-04,603.1097379706489,
2015-01-11,610.075850108344,
2015-01-18,604.2065609826656,
2015-01-25,599.7984462620556,
2015-02-01,637.6622878105842,
2015-02-08,646.8404247333069,
2015-02-15,648.6986125086075,
2015-02-22,643.678416874478,
2015-03-01,563.3008557791092,561.8679190312971
2015-03-08,672.5584168666372,668.793010750717
2015-03-15,681.3356181847455,680.9526541401909
2015-03-22,676.4109361791699,674.729113268628
2015-03-29,680.0068366389713,671.2184905689645
2015-04-05,708.1408039242478,714.2997199977528
2015-04-12,704.401743741246,707.668052703896
2015-04-19,707.5810328465167,706.4521306717417
2015-04-26,715.3352746137381,715.3917317629599
2015-05-03,723.2044145957447,719.689451553792
2015-05-10,731.067334503686,736.1545031371186
2015-05-17,722.0403396700722,727.7322057543915
2015-05-24,731.1378948329366,731.6079760176762
2015-05-31,736.4967170466499,739.5673089792059
2015-06-07,722.8417774993636,723.3676378361654
2015-06-14,605.0565244798703,601.0463481632426
2015-06-21,739.6853606359026,738.4498905290117
2015-06-28,730.9324680511713,731.3282519514872
2015-07-05,735.1446033102169,733.7809601539866
2015-07-12,731.0689480097813,
2015-07-19,735.3218228807248,
2015-07-26,734.9104877663998,
2015-08-02,727.3427208759649,
2015-08-09,723.5759147841719,
2015-08-16,724.7918238780419,
2015-08-23,721.8444257370535,
2015-08-30,722.2657794473033,
2015-09-06,699.503226238884,693.1862854133631
2015-09-13,704.4382778898737,707.8990489198245
2015-09-20,701.1610947738808,705.3201429656693
2015-09-27,705.5148914624641,704.6083497015162
2015-10-04,684.1770039932271,
2015-10-11,678.9556235171585,
2015-10-18,673.7698823391609,
2015-10-25,682.2060696108198,
2015-11-01,490.6370720312217,489.091416849797
2015-11-08,631.4322340894888,636.0228196860788
2015-11-15,637.3824252107911,639.3772066976964
2015-11-22,633.8688971602489,631.0952048171147
2015-11-29,642.2652893451716,637.4724918363853
2015-12-06,606.0920918959478,605.1110399431185
2015-12-13,615.1821865613764,614.5418162233251
2015-12-20,609.2346368688209,610.7232344309108
2015-12-27,607.3044973559557,605.6985472182528
2016-01-03,652.1698846712956,653.7043833973811
2016-01-10,637.7671802203387,643.5726423405193
2016-01-17,650.8009295559209,653.2474326232536
2016-01-24,654.277182734813,654.1329172128206
2016-01-31,643.829925536479,643.2804741233191
2016-02-07,693.9187702160347,692.848750813495
2016-02-14,690.692482037472,694.2344047748285
2016-02-21,687.7235604304959,685.841620092642
2016-02-28,693.7639093305314,693.8995774575313
2016-03-06,733.8194814670042,733.9730751726474
2016-03-13,724.1753484532746,722.6699958748401
2016-03-20,725.3071201094838,721.1897234658314
2016-03-27,722.5692126802808,723.5381361911337
2016-04-03,745.2545887203419,745.0715768047758
2016-04-10,754.4554896503871,755.9562110586968
2016-04-17,746.8233914381215,745.2225905188039
2016-04-24,752.2616417537628,755.9241056502019
2016-05-01,765.3005867095346,762.6702653658991
2016-05-08,770.8837730720921,776.0198939241458
2016-05-15,770.9571844697952,765.7142749403104
2016-05-22,775.2765736646498,776.5808838583205
2016-05-29,768.3387919490866,769.7650839966665
2016-06-05,775.4506253235331,773.0639541197105
2016-06-12,772.7061814210884,773.9793632346715
2016-06-19,776.1785336996195,780.0170897089
2016-06-26,781.0865024652243,774.436045947162
2016-07-03,778.673817026587,780.1820514490595
2016-07-10,771.0780473224721,763.5982348614818
2016-07-17,780.8369035438885,777.9399091333189
2016-07-24,784.0670632373851,788.954562332088
2016-07-31,780.1560484594788,778.4107023593027
2016-08-07,773.2877896304561,769.7661497372292
2016-08-14,760.8348645721479,760.2410513851938
2016-08-21,759.2805370511087,765.4842560655993
2016-08-28,757.4102093231445,751.9151625815264
2016-09-04,750.746238735428,747.59230900051
2016-09-11,747.3378454597523,751.8301405092911
2016-09-18,744.5880938234297,750.1612008540429
2016-09-25,747.0658603095814,746.7555666367105
2016-10-02,527.8052391437426,524.0880810361626
2016-10-09,719.8125345075078,726.1000650129354
2016-10-16,717.6461059098762,722.4294330851237
2016-10-23,718.3469739730244,720.3838149363112
2016-10-30,722.2288331194935,719.7916260726813
2016-11-06,685.6279029240618,685.4808149015477
2016-11-13,685.1422768867739,684.6611966436394
2016-11-20,680.8704844881515,681.8630384019982
2016-11-27,687.980198551058,692.333202865452
2016-12-04,657.0101224823752,659.6483736057875
2016-12-11,655.127100230775,651.8949719998208
2016-12-18,657.1659331331971,661.2954224832557
2016-12-25,647.4439216178441,648.3833180378836
2017-01-01,684.6748326640851,686.7360300516618
2017-01-08,689.7939221648799,694.1935447427156
2017-01-15,691.5014813268217,688.1667405782811
2017-01-22,697.4938143577328,697.3863376216135
2017-01-29,684.360533616804,682.7661699627264
2017-02-05,737.4477515973031,732.7441733212067
2017-02-12,729.8099605071051,730.8500904399199
2017-02-19,729.265594650263,736.8002643050163
2017-02-26,727.1394781236992,721.6192448901819
2017-03-05,755.7917338186533,755.6948919855048
2017-03-12,768.9818700977916,770.9034989030159
2017-03-19,766.0326070139241,766.4018416188927
2017-03-26,760.0162126792769,759.6768285217297
2017-04-02,784.6284167073478,780.7307676170103
2017-04-09,790.2248870712151,790.9232473000357
2017-04-16,801.0489181941128,798.7786262630651
2017-04-23,792.2058538108478,
2017-04-30,786.7880958020753,
2017-05-07,808.8601586229306,
2017-05-14,809.5252560946219,
2017-05-21,798.2044407286523,
2017-05-28,812.2173996107712,
2017-06-04,817.2453273489566,
2017-06-11,822.6810318240672,
2017-06-18,829.2447804747268,
2017-06-25,826.4328251477389,
2017-07-02,815.144430490586,
2017-07-09,811.7562443996518,
2017-07-16,773.5924652784641,
2017-07-23,819.1849661134328,
2017-07-30,819.758520402925,
2017-08-06,805.3831851321158,
2017-08-13,807.294234371505,
2017-08-20,806.3820085080462,
2017-08-27,805.0355005332647,811.4098147423156
2017-09-03,782.1317224717803,786.1257396577455
2017-09-10,670.9305131822638,676.6916156886965
2017-09-17,783.7488933223134,780.0802082636467
2017-09-24,783.7017882645963,783.915549514329
2017-10-01,757.5321511384595,753.6516282628472
2017-10-08,756.5251139128958,754.4380292813046
2017-10-15,766.1199649429135,763.3655839926638
2017-10-22,746.145150958035,749.8639029773597
2017-10-29,765.6575342596124,764.4688452253071
2017-11-05,731.0532827278663,734.2584207289484
2017-11-12,715.2559056033374,717.068268272103
2017-11-19,724.7094187949764,731.6203350512908
2017-11-26,725.3656524353992,720.92731976598
2017-12-03,682.1624415264109,685.9401412457713
